Date:,Thu Sep  5 14:07:59 2024
Time:,1725559679.3756595
t1,v1,t2,v2,t3,v3,t4,v4,t9,T
29.334254026412964,-0.0062844,29.645474433898926,-0.0063878,29.958106517791748,0.1822378,30.25425696372986,0.0099503,30.28562092781067,21.5156
30.58747696876526,-0.0062834,30.89377474784851,-0.0063873,31.205898761749268,0.1822384,31.528884649276733,0.0099501,31.555983066558838,21.5859
31.8893883228302,-0.0062854,32.19664287567139,-0.0063876,32.50080370903015,0.1822332,32.79727816581726,0.0099498,32.82823085784912,21.5781
33.1438410282135,-0.0062846,33.45632457733154,-0.0063875,33.76908230781555,0.1822325,34.070807695388794,0.0099493,34.101754903793335,21.5625
34.424572467803955,-0.0062844,34.73694324493408,-0.0063865,35.04475235939026,0.1822335,35.35588812828064,0.0099506,35.391685485839844,21.5781
35.70824360847473,-0.0062841,36.01075863838196,-0.0063862,36.30807638168335,0.182239,36.63553309440613,0.0099504,36.665891885757446,21.6328
36.96300172805786,-0.0062845,37.276909828186035,-0.006387,37.58575248718262,0.1822402,37.895939111709595,0.0099503,37.94166302680969,21.6094
38.27014207839966,-0.0062855,38.582261085510254,-0.0063868,38.89330315589905,0.1822344,39.18973708152771,0.0099506,39.22066378593445,21.5547
39.527689695358276,-0.0062852,39.82438683509827,-0.0063862,40.136756896972656,0.1822349,40.432968616485596,0.0099499,40.46391201019287,21.6172
40.786808490753174,-0.0062846,41.086777687072754,-0.0063866,41.39585638046265,0.1822355,41.70379328727722,0.0099499,41.71941423416138,21.6016
42.03778696060181,-0.0062852,42.3590772151947,-0.0063864,42.66008806228638,0.1822351,42.967355251312256,0.0099497,43.003207206726074,21.5391
43.33130884170532,-0.0062847,43.63297080993652,-0.0063862,43.94539833068848,0.182235,44.24141526222229,0.0099497,44.27238607406616,21.5
44.596699476242065,-0.0062841,44.90440058708191,-0.0063866,45.200303077697754,0.1822354,45.52307939529419,0.0099504,45.554317474365234,21.5781
45.87200689315796,-0.0062846,46.17296099662781,-0.0063878,46.495089292526245,0.182245,46.802263021469116,0.0099507,46.828001260757446,21.5859
47.12954902648926,-0.0062845,47.457913875579834,-0.0063876,47.776326417922974,0.1822361,48.080060720443726,0.0099496,48.11035466194153,21.5625
48.43798899650574,-0.0062847,48.75521183013916,-0.0063862,49.045854568481445,0.1822347,49.363584756851196,0.0099498,49.41043996810913,21.5547
49.72788977622986,-0.006285,50.029956579208374,-0.0063871,50.33268475532532,0.1822351,50.635292291641235,0.0099506,50.67227125167847,21.6172
50.96244668960571,-0.0062839,51.28276014328003,-0.0063872,51.59968566894531,0.1822371,51.9168643951416,0.0099505,51.942673683166504,21.5547
52.26048469543457,-0.0062847,52.580700159072876,-0.006387,52.882863998413086,0.1822417,53.20590782165527,0.0099501,53.24188470840454,21.5547
53.56491684913635,-0.0062858,53.8758180141449,-0.006387,54.17860722541809,0.1822368,54.4827241897583,0.0099508,54.51407504081726,21.6094
54.84451603889465,-0.0062838,55.17677569389343,-0.0063875,55.48304224014282,0.1822446,55.79071402549744,0.0099512,55.826529026031494,21.6172
56.15258765220642,-0.0062842,56.4498348236084,-0.0063873,56.74748682975769,0.1822394,57.06322264671326,0.0099506,57.093607664108276,21.6484
57.399786949157715,-0.0062847,57.70665979385376,-0.0063877,58.00315546989441,0.1822458,58.300379037857056,0.0099501,58.33135366439819,21.5391
58.663962841033936,-0.0062844,58.9659481048584,-0.0063872,59.272969484329224,0.1822448,59.58554673194885,0.0099508,59.61112570762634,21.5781
59.91659617424011,-0.0062841,60.22382187843323,-0.0063878,60.5256462097168,0.1822422,60.84785461425781,0.0099497,60.88401651382446,21.6172
61.206406116485596,-0.0062851,61.5033814907074,-0.0063871,61.80954551696777,0.1822376,62.11068797111511,0.0099497,62.1416437625885,21.5859
62.463998317718506,-0.0062845,62.76629614830017,-0.0063873,63.07023024559021,0.1822371,63.37633180618286,0.0099492,63.39655375480652,21.5625
63.72482085227966,-0.006285,64.03081750869751,-0.0063868,64.33267092704773,0.1822378,64.63486909866333,0.0099507,64.66584539413452,21.5547
64.97866916656494,-0.0062857,65.28560590744019,-0.0063867,65.60349869728088,0.1822379,65.90175652503967,0.0099499,65.91739797592163,21.6172
66.2295024394989,-0.0062855,66.54644966125488,-0.0063872,66.84431099891663,0.1822378,67.16187071800232,0.00995,67.20309162139893,21.6094
67.52831363677979,-0.0062836,67.83132886886597,-0.0063867,68.15537309646606,0.1822451,68.45712566375732,0.0099508,68.50381445884705,21.5781
68.82506370544434,-0.0062841,69.12226390838623,-0.0063883,69.42488169670105,0.1822426,69.74288296699524,0.0099507,69.78418970108032,21.6172
70.107186794281,-0.0062846,70.40729641914368,-0.0063881,70.7364854812622,0.1822397,71.04220604896545,0.00995,71.08881783485413,21.6328
71.41229963302612,-0.0062845,71.72483158111572,-0.0063871,72.02010202407837,0.1822397,72.33181500434875,0.0099503,72.36782836914062,21.5391
72.69067883491516,-0.0062835,73.0023627281189,-0.0063873,73.29973769187927,0.1822474,73.60735297203064,0.0099504,73.63305068016052,21.5547
73.91964483261108,-0.0062843,74.22634434700012,-0.0063863,74.53674268722534,0.1822387,74.85859441757202,0.0099508,74.86981296539307,21.5625
75.17300868034363,-0.006284,75.48018288612366,-0.0063873,75.77656102180481,0.1822405,76.09832334518433,0.0099502,76.12941884994507,21.5859
76.450204372406,-0.0062846,76.7548131942749,-0.0063879,77.0607807636261,0.1822411,77.36277866363525,0.0099504,77.38847970962524,21.6094
77.68988251686096,-0.0062845,77.99449372291565,-0.0063873,78.29966259002686,0.1822407,78.62714624404907,0.0099512,78.64293336868286,21.5859
78.9434974193573,-0.0062838,79.24592518806458,-0.0063882,79.54673266410828,0.1822418,79.87387824058533,0.0099507,79.8895194530487,21.5547
80.18914866447449,-0.0062842,80.49616360664368,-0.0063876,80.80267024040222,0.1822418,81.11474752426147,0.0099507,81.14602446556091,21.5625
81.43487644195557,-0.0062852,81.73663997650146,-0.0063879,82.03876423835754,0.1822413,82.35178756713867,0.0099512,82.39320492744446,21.5781
82.7166268825531,-0.0062848,83.0118956565857,-0.0063877,83.31390285491943,0.1822419,83.62690043449402,0.00995,83.64254665374756,21.5547
83.9518346786499,-0.0062851,84.25229573249817,-0.0063883,84.55398488044739,0.1822419,84.86041641235352,0.0099504,84.89169359207153,21.6719
85.2034957408905,-0.0062847,85.51599502563477,-0.0063879,85.81763029098511,0.1822405,86.13878464698792,0.0099502,86.15439963340759,21.5781
86.4515118598938,-0.0062851,86.75935888290405,-0.0063883,87.06939482688904,0.1822434,87.37571024894714,0.0099492,87.41727375984192,21.5625
87.72899293899536,-0.0062855,88.04138803482056,-0.0063874,88.3373703956604,0.1822413,88.64420080184937,0.0099502,88.6751811504364,21.5859
88.9934184551239,-0.0062856,89.29956102371216,-0.0063874,89.60706448554993,0.1822433,89.92708563804626,0.0099495,89.94128823280334,21.5859
90.24716210365295,-0.0062851,90.55481314659119,-0.0063884,90.86582326889038,0.182243,91.17201542854309,0.0099495,91.1922516822815,21.5156
91.49424409866333,-0.0062857,91.79125761985779,-0.0063884,92.09808731079102,0.1822427,92.41871666908264,0.0099502,92.44910407066345,21.5625
92.75109362602234,-0.0062853,93.05858278274536,-0.0063881,93.3599443435669,0.1822416,93.67088174819946,0.0099502,93.68653583526611,21.5625
94.01511764526367,-0.0062851,94.32719683647156,-0.0063872,94.63915467262268,0.1822426,94.93622541427612,0.0099499,94.97211718559265,21.5234
95.26344060897827,-0.006286,95.58689308166504,-0.0063867,95.90571808815002,0.1822426,96.20941638946533,0.00995,96.26115942001343,21.6172
96.57844829559326,-0.0062848,96.87018275260925,-0.0063873,97.17760682106018,0.1822431,97.48725366592407,0.0099495,97.5124626159668,21.6172
97.8029043674469,-0.0062837,98.1055314540863,-0.0063879,98.41307497024536,0.1822424,98.72051930427551,0.0099498,98.74084377288818,21.6172
99.0508964061737,-0.0062853,99.35710573196411,-0.0063877,99.65906476974487,0.1822431,99.96617126464844,0.00995,99.98178672790527,21.6172
100.27872848510742,-0.0062846,100.59845161437988,-0.0063886,100.91106462478638,0.1822457,101.21817016601562,0.0099501,101.24914479255676,21.6016
101.55969381332397,-0.0062852,101.85690379142761,-0.0063872,102.17075824737549,0.1822444,102.4938395023346,0.0099505,102.5094563961029,21.5781
102.83818197250366,-0.0062841,103.14932179450989,-0.0063867,103.4464499950409,0.1822442,103.76936411857605,0.0099505,103.78497290611267,21.5859
104.11320447921753,-0.0062843,104.42530226707458,-0.0063873,104.72505855560303,0.1822443,105.0226526260376,0.0099499,105.05362272262573,21.5781
105.37721610069275,-0.0062847,105.68432235717773,-0.0063872,105.99679374694824,0.1822451,106.30932474136353,0.0099513,106.32492184638977,21.5859
106.64349436759949,-0.0062848,106.96021890640259,-0.0063876,107.2562894821167,0.1822512,107.58929538726807,0.0099508,107.60491609573364,21.6328
107.94465899467468,-0.0062859,108.26105213165283,-0.0063874,108.56342554092407,0.1822454,108.86580991744995,0.0099496,108.8916072845459,21.5781
109.1786139011383,-0.0062847,109.48611903190613,-0.0063884,109.79860281944275,0.1822516,110.09423565864563,0.0099505,110.10989308357239,21.6172
110.43274641036987,-0.0062848,110.7351565361023,-0.0063873,111.03837990760803,0.1822485,111.34148859977722,0.0099503,111.36716198921204,21.6016
111.69071745872498,-0.0062846,111.98828887939453,-0.0063882,112.30033779144287,0.1822535,112.6117696762085,0.0099506,112.63598370552063,21.5
112.95397973060608,-0.0062848,113.25930619239807,-0.0063876,113.55816960334778,0.1822527,113.86225700378418,0.0099505,113.89800453186035,21.5859
114.21724081039429,-0.0062846,114.51935911178589,-0.0063878,114.8193769454956,0.1822511,115.1321918964386,0.0099503,115.1624870300293,21.5391
115.45171165466309,-0.0062849,115.75918316841125,-0.0063878,116.07661533355713,0.1822537,116.37386012077332,0.00995,116.40499138832092,21.5781
116.71629071235657,-0.0062842,117.0143563747406,-0.0063876,117.31383609771729,0.1822476,117.61582446098328,0.0099506,117.64710283279419,21.6016
117.96459150314331,-0.0062851,118.28178381919861,-0.0063878,118.58917593955994,0.1822529,118.88561391830444,0.0099508,118.90118527412415,21.6172
119.20807123184204,-0.0062851,119.51549291610718,-0.0063882,119.83772683143616,0.1822484,120.15209078788757,0.0099508,120.1708550453186,21.6016
120.4878294467926,-0.0062844,120.79592275619507,-0.0063873,121.11656451225281,0.1822529,121.4310872554779,0.009951,121.45128679275513,21.5781
121.77314591407776,-0.0062843,122.08926463127136,-0.0063888,122.38664507865906,0.1822475,122.6975371837616,0.0099503,122.73903727531433,21.6094
123.05848526954651,-0.0062852,123.36411905288696,-0.0063878,123.66107368469238,0.1822474,123.9794237613678,0.0099501,124.01508259773254,21.5859
124.30627202987671,-0.0062857,124.60814452171326,-0.0063873,124.92037057876587,0.1822471,125.23765420913696,0.0099503,125.26885962486267,21.6172
125.6069917678833,-0.0062844,125.90873217582703,-0.0063873,126.22707557678223,0.1822504,126.52611255645752,0.0099514,126.55706429481506,21.6172
126.86885523796082,-0.0062849,127.18670892715454,-0.0063878,127.50293254852295,0.182254,127.80913376808167,0.0099499,127.82474899291992,21.5
128.147873878479,-0.0062857,128.47060751914978,-0.0063873,128.77730226516724,0.1822489,129.0874035358429,0.0099501,129.10310006141663,21.6172
129.40187788009644,-0.0062853,129.704491853714,-0.0063889,130.00164318084717,0.182256,130.3138883113861,0.0099503,130.34126448631287,21.5156
130.66355276107788,-0.0062851,130.9656777381897,-0.006388,131.27779984474182,0.1822561,131.5797734260559,0.0099501,131.63130903244019,21.6328
131.94649052619934,-0.0062856,132.25180530548096,-0.0063875,132.5688030719757,0.1822485,132.87064290046692,0.0099495,132.90081095695496,21.6563
133.2077705860138,-0.0062853,133.50498509407043,-0.0063885,133.8118977546692,0.1822499,134.1132731437683,0.0099496,134.14422130584717,21.5781
134.45592308044434,-0.0062848,134.75858283042908,-0.0063885,135.05642557144165,0.1822522,135.38738417625427,0.0099501,135.40312123298645,21.6172
135.72620010375977,-0.0062858,136.04405546188354,-0.0063872,136.35058522224426,0.1822499,136.6603455543518,0.0099494,136.6805124282837,21.5859
136.98221802711487,-0.0062854,137.3046579360962,-0.0063875,137.60064363479614,0.1822497,137.92811751365662,0.0099507,137.969571352005,21.5781
138.29027485847473,-0.0062852,138.6012260913849,-0.006388,138.90763759613037,0.1822556,139.21992182731628,0.0099502,139.24585008621216,21.5859
139.5267939567566,-0.0062851,139.85401844978333,-0.006388,140.17405247688293,0.1822575,140.47554087638855,0.0099502,140.5065758228302,21.6328
140.8353455066681,-0.0062849,141.1377420425415,-0.0063884,141.44575595855713,0.1822552,141.7463343143463,0.0099499,141.76644468307495,21.5781
142.0641622543335,-0.0062846,142.37155032157898,-0.0063879,142.68439054489136,0.1822575,142.9960858821869,0.0099507,143.01171040534973,21.6328
143.31422472000122,-0.0062852,143.63177680969238,-0.0063872,143.93770217895508,0.1822562,144.23397874832153,0.0099505,144.26503133773804,21.5859
144.5606210231781,-0.0062849,144.8774642944336,-0.0063875,145.19479537010193,0.1822585,145.50186896324158,0.0099504,145.517484664917,21.5859
145.83900356292725,-0.0062851,146.13941597938538,-0.0063867,146.4359471797943,0.1822542,146.74913501739502,0.0099506,146.76947927474976,21.6328
147.06826519966125,-0.0062847,147.37317323684692,-0.0063875,147.68539762496948,0.1822523,147.99668645858765,0.0099509,148.0224905014038,21.6094
148.30280780792236,-0.0062855,148.62496280670166,-0.0063875,148.9375443458557,0.1822516,149.23936414718628,0.0099504,149.2703139781952,21.5781
149.58368229866028,-0.0062847,149.90023684501648,-0.0063879,150.19546151161194,0.1822521,150.50852251052856,0.00995,150.53977155685425,21.5391
150.85687518119812,-0.0062848,151.15336203575134,-0.0063874,151.48539280891418,0.1822533,151.7826201915741,0.0099507,151.80279445648193,21.5391
152.0886082649231,-0.0062843,152.41060590744019,-0.0063868,152.72205567359924,0.1822544,153.03415417671204,0.0099506,153.0597279071808,21.5859
153.36714816093445,-0.006285,153.6739523410797,-0.0063878,153.9962034225464,0.1822555,154.305819272995,0.0099506,154.35270071029663,21.6484
154.68100309371948,-0.0062853,154.97827053070068,-0.0063888,155.28950595855713,0.1822522,155.6024215221405,0.0099504,155.62805128097534,21.5859
155.91383719444275,-0.0062849,156.2281997203827,-0.0063877,156.5221540927887,0.1822591,156.8246145248413,0.0099496,156.8556489944458,21.5625
157.15179634094238,-0.0062852,157.46311235427856,-0.0063878,157.77262425422668,0.1822596,158.07965898513794,0.0099505,158.09988379478455,21.5547
158.40181279182434,-0.0062844,158.71407508850098,-0.0063877,159.02020049095154,0.182253,159.3274109363556,0.0099505,159.36867880821228,21.6172
159.6961944103241,-0.0062843,159.9987587928772,-0.0063884,160.3067696094513,0.1822592,160.61362171173096,0.0099511,160.6445562839508,21.5859
160.9311718940735,-0.006285,161.24340415000916,-0.006388,161.5620059967041,0.1822601,161.85896396636963,0.0099506,161.89033150672913,21.5781
162.18544673919678,-0.0062858,162.4880986213684,-0.0063874,162.78495049476624,0.1822528,163.1029109954834,0.0099502,163.12165093421936,21.5547
163.41875839233398,-0.006285,163.7213258743286,-0.0063877,164.02825164794922,0.182253,164.34286332130432,0.0099501,164.3737931251526,21.6172
164.68139672279358,-0.006285,164.98226523399353,-0.0063872,165.29094767570496,0.1822542,165.59812092781067,0.0099503,165.62851214408875,21.6797
165.9510190486908,-0.0062855,166.25871753692627,-0.0063877,166.56765007972717,0.1822543,166.86903309822083,0.0099509,166.88441228866577,21.6016
167.19556522369385,-0.0062857,167.49380683898926,-0.0063886,167.79104900360107,0.1822535,168.10237669944763,0.0099505,168.11661195755005,21.6172
168.42430090904236,-0.0062857,168.7257044315338,-0.0063884,169.02190613746643,0.1822605,169.33812808990479,0.0099506,169.35374689102173,21.6484
169.66658067703247,-0.0062853,169.96760368347168,-0.0063879,170.274475812912,0.1822613,170.57764649391174,0.0099506,170.61906123161316,21.6094
170.9403908252716,-0.0062857,171.25144600868225,-0.006388,171.55742144584656,0.1822566,171.85917282104492,0.0099495,171.8850817680359,21.6016
172.16649317741394,-0.0062857,172.47316122055054,-0.0063876,172.78037095069885,0.1822598,173.0919325351715,0.0099512,173.1177306175232,21.6484
173.43998765945435,-0.0062853,173.75487661361694,-0.0063884,174.06483721733093,0.1822592,174.3684298992157,0.0099503,174.38871669769287,21.6094
174.69168543815613,-0.0062854,174.99930906295776,-0.006388,175.31141352653503,0.1822616,175.63330030441284,0.0099512,175.6645359992981,21.6719
175.99807047843933,-0.0062854,176.2951135635376,-0.0063868,176.6009156703949,0.182256,176.90723586082458,0.0099516,176.9329423904419,21.5859
177.23258876800537,-0.0062855,177.55041551589966,-0.0063878,177.86795592308044,0.1822553,178.18985629081726,0.0099507,178.2000026702881,21.5781
178.51259326934814,-0.0062857,178.8096559047699,-0.0063869,179.11131310462952,0.1822556,179.41331005096436,0.009951,179.4389989376068,21.5781
179.7409598827362,-0.0062855,180.03828978538513,-0.006388,180.3637568950653,0.1822555,180.680438041687,0.0099514,180.70612788200378,21.6484
181.01813673973083,-0.006285,181.34037947654724,-0.0063873,181.65304160118103,0.182257,181.9548683166504,0.0099495,181.98522639274597,21.6016
182.2901337146759,-0.0062859,182.60233736038208,-0.0063865,182.89916729927063,0.1822559,183.2190957069397,0.0099506,183.25007319450378,21.5625
183.56495714187622,-0.0062848,183.8733949661255,-0.0063871,184.19128680229187,0.1822605,184.49820351600647,0.0099506,184.52918028831482,21.5391
184.81569480895996,-0.0062849,185.12795114517212,-0.0063878,185.41478562355042,0.1822576,185.72200536727905,0.0099509,185.75328183174133,21.6172
186.04553747177124,-0.0062852,186.3519856929779,-0.0063883,186.65970873832703,0.1822566,186.95544242858887,0.0099503,186.9864218235016,21.5859
187.30944180488586,-0.0062861,187.61652040481567,-0.0063879,187.921733379364,0.182256,188.24546480178833,0.0099507,188.2713918685913,21.6094
188.57842826843262,-0.0062858,188.88001537322998,-0.0063871,189.17461228370667,0.1822561,189.48869609832764,0.0099506,189.51438570022583,21.6016
189.82645559310913,-0.0062855,190.12341499328613,-0.0063878,190.43425059318542,0.1822563,190.73613142967224,0.0099508,190.78763341903687,21.6172
191.10347056388855,-0.0062848,191.41072177886963,-0.0063868,191.7299976348877,0.1822582,192.03332352638245,0.00995,192.0490825176239,21.6172
192.35434103012085,-0.0062852,192.6610963344574,-0.0063868,192.96278476715088,0.1822583,193.26988172531128,0.0099503,193.30083513259888,21.6484
193.59728002548218,-0.0062856,193.89611864089966,-0.0063884,194.2027530670166,0.1822577,194.50006103515625,0.0099498,194.53036642074585,21.4766
194.81658959388733,-0.006285,195.12559509277344,-0.0063875,195.43126010894775,0.1822634,195.7587914466858,0.0099502,195.79931163787842,21.5781
196.12585377693176,-0.0062858,196.41747212409973,-0.0063879,196.72569966316223,0.1822573,197.02215957641602,0.00995,197.0531198978424,21.6094
197.38169527053833,-0.0062857,197.69418001174927,-0.0063873,198.0009160041809,0.1822585,198.31148195266724,0.0099508,198.3270664215088,21.5391
198.6469020843506,-0.006286,198.94803404808044,-0.0063873,199.25551438331604,0.1822576,199.57306241989136,0.0099513,199.6035327911377,21.6016
199.93226981163025,-0.006285,200.23379516601562,-0.0063879,200.5470871925354,0.1822599,200.85429787635803,0.0099501,200.89016723632812,21.5859
201.20425486564636,-0.0062853,201.5059003829956,-0.0063881,201.80788731575012,0.1822595,202.10952949523926,0.0099505,202.14050149917603,21.6719
202.46431803703308,-0.0062849,202.7662901878357,-0.0063871,203.06310892105103,0.182262,203.37038350105286,0.0099503,203.39595317840576,21.5781
203.69279074668884,-0.0062848,204.00327563285828,-0.0063871,204.30236768722534,0.1822583,204.61344194412231,0.0099504,204.63928318023682,21.6172
204.95144891738892,-0.006285,205.25904440879822,-0.006387,205.5765724182129,0.1822593,205.8834125995636,0.0099503,205.91368055343628,21.5781
206.21051001548767,-0.0062856,206.50132036209106,-0.0063884,206.81146264076233,0.1822586,207.10838437080383,0.0099502,207.13963627815247,21.5781
207.44266295433044,-0.0062865,207.75586414337158,-0.0063866,208.05221319198608,0.1822592,208.3677418231964,0.0099509,208.38799619674683,21.5625
208.70091795921326,-0.0062852,209.00343823432922,-0.006387,209.30969762802124,0.1822591,209.6072554588318,0.0099498,209.62740278244019,21.5234
209.9442901611328,-0.006286,210.24744367599487,-0.0063878,210.5470221042633,0.1822615,210.8433244228363,0.0099506,210.87929153442383,21.5781
211.17584824562073,-0.0062858,211.48260807991028,-0.0063873,211.78019094467163,0.1822644,212.08040833473206,0.0099506,212.11137700080872,21.6172
212.42909121513367,-0.006285,212.74133610725403,-0.0063883,213.05041480064392,0.1822654,213.35180044174194,0.0099504,213.37775206565857,21.5859
213.66822862625122,-0.0062849,213.97513270378113,-0.0063876,214.27702522277832,0.18226,214.58719754219055,0.0099511,214.62852597236633,21.6719
214.9512538909912,-0.0062853,215.25794434547424,-0.006387,215.55489134788513,0.1822646,215.8544921875,0.0099502,215.88018012046814,21.6016
216.1721498966217,-0.0062854,216.47573709487915,-0.0063878,216.77430844306946,0.1822605,217.08454632759094,0.0099502,217.11555933952332,21.5625
217.42538022994995,-0.0062854,217.72058725357056,-0.0063869,218.0528848171234,0.1822615,218.37162137031555,0.0099509,218.4075629711151,21.6484
218.7227499485016,-0.0062851,219.02429938316345,-0.0063876,219.32420873641968,0.1822651,219.6287806034088,0.0099508,219.65906381607056,21.5781
219.98060250282288,-0.0062849,220.2864065170288,-0.0063879,220.59310102462769,0.1822673,220.8930606842041,0.0099508,220.9187467098236,21.5391
221.21553754806519,-0.0062849,221.50817227363586,-0.0063877,221.8127565383911,0.1822617,222.12392830848694,0.0099507,222.17049551010132,21.6797
222.49356484413147,-0.0062858,222.79164743423462,-0.0063876,223.1143774986267,0.1822623,223.4117865562439,0.0099431,223.44273614883423,21.5547
223.76559257507324,-0.006297,224.07785892486572,-0.0063931,224.37377762794495,0.1822618,224.68602395057678,0.0099431,224.70618653297424,21.6016
225.0029227733612,-0.0062975,225.30113458633423,-0.006393,225.61226153373718,0.1822535,225.90748167037964,0.009951,225.92759227752686,21.6094
226.22234630584717,-0.0062863,226.5325062274933,-0.0063872,226.83947658538818,0.1822603,227.15100145339966,0.0099509,227.17861127853394,21.6016
227.49156975746155,-0.006286,227.79352164268494,-0.0063877,228.1011836528778,0.1822611,228.40320253372192,0.0099504,228.43191838264465,21.5781
228.72361493110657,-0.006286,229.03038001060486,-0.0063879,229.33779501914978,0.1822616,229.65070843696594,0.0099505,229.66601395606995,21.5391
229.97309708595276,-0.0062851,230.27414202690125,-0.0063877,230.58186841011047,0.1822652,230.87919807434082,0.0099503,230.91013360023499,21.6016
231.20182061195374,-0.006285,231.50668907165527,-0.0063881,231.80837082862854,0.1822656,232.13649344444275,0.0099505,232.15210270881653,21.6094
232.45447874069214,-0.0062854,232.7569739818573,-0.0063876,233.05828380584717,0.1822624,233.34821772575378,0.0099501,233.37943124771118,21.5391
233.71510863304138,-0.0062856,234.01791214942932,-0.0063875,234.32186150550842,0.1822632,234.62738800048828,0.0099514,234.64779543876648,21.5625
234.96596431732178,-0.0062855,235.2625596523285,-0.0063869,235.5692698955536,0.182263,235.88637351989746,0.0099508,235.93782806396484,21.5781
236.25054049491882,-0.0062853,236.56377267837524,-0.0063881,236.8610599040985,0.1822694,237.1631326675415,0.0099498,237.19412302970886,21.5859
237.49905920028687,-0.0062854,237.8068389892578,-0.0063877,238.1136600971222,0.1822694,238.4061210155487,0.0099505,238.4370744228363,21.6016
238.75965762138367,-0.0062857,239.06694197654724,-0.0063882,239.37378549575806,0.182268,239.69408226013184,0.0099508,239.73540377616882,21.5547
240.05494689941406,-0.0062859,240.36356735229492,-0.0063884,240.66111850738525,0.1822628,240.9732859134674,0.0099504,240.98889446258545,21.5859
241.28550624847412,-0.006286,241.59302139282227,-0.0063882,241.89464735984802,0.1822668,242.19662165641785,0.0099504,242.22702383995056,21.5234
242.52361965179443,-0.0062848,242.82074451446533,-0.0063879,243.12152695655823,0.182264,243.43079662322998,0.009951,243.46553683280945,21.5625
243.77936625480652,-0.0062856,244.0860846042633,-0.0063884,244.39121890068054,0.1822653,244.68872833251953,0.0099509,244.71968936920166,21.5859
245.04260087013245,-0.0062851,245.35360455513,-0.0063877,245.6518895626068,0.1822673,245.9635875225067,0.0099507,246.00956296920776,21.5781
246.322655916214,-0.0062853,246.62526893615723,-0.0063881,246.93137979507446,0.1822698,247.2337155342102,0.0099507,247.25937700271606,21.5859
