seconds_pre_waveform_query	1732821504.5112214
seconds_post_waveform_query	1732821504.5424924
xzero1	0
xmultiplier1	1e-07
yzero1	3.7600000000000002
ymultiplier1	0.08
transfer_duty_cycle	1.0
/sillyscope/VISA/Device	'USB0::0x1AB1::0x04CE::DS1ZA203916874::INSTR'
/sillyscope/Acquire/Iterations	1
/sillyscope/Acquire/Trigger	False
/sillyscope/Acquire/Get_First_Header	True
/sillyscope/Acquire/Get_All_Headers	True
/sillyscope/Acquire/Discard_Identical	False
/sillyscope/Acquire/RIGOL1000BDE/Trigger_Delay	0.05
/sillyscope/Acquire/RIGOL1000BDE/Unlock	True
/sillyscope/Acquire/RIGOL1000Z/Always_Clear	True
DataboxPlot_Note	'Note'
self.combo_binary	0
self.combo_autoscript	1
self.button_enabled	True
self.button_multi	False
self.button_link_x	True
self.button_script	False
self.number_file	0
self.script	"x = ( d[0] )\ny = ( d[1] )\n\nxlabels = 'x'\nylabels = ( 'y1' )\n"
self.number_history	0
self.text_log_note	'Note'

x	y1
0.0	-0.0801
1e-07	0.1582
2e-07	-0.0801
3e-07	0.1582
4e-07	0.0781
5e-07	-0.0801
6e-07	0.0781
7e-07	-0.0801
8e-07	0.1582
9e-07	-0.0801
1e-06	0.0781
1.1e-06	-0.0801
1.2e-06	0.1582
1.2999999999999998e-06	-0.0801
1.4e-06	0.1582
1.5e-06	-0.0801
1.6e-06	-0.0801
1.6999999999999998e-06	0.1582
1.8e-06	0.0781
1.9e-06	-0.0801
2e-06	0.0781
2.1e-06	-0.0801
2.2e-06	-0.0801
2.3e-06	0.1582
2.4e-06	0.0781
2.4999999999999998e-06	-0.0801
2.5999999999999997e-06	0.0781
2.7e-06	-0.0801
2.8e-06	0.0781
2.8999999999999998e-06	-0.0801
3e-06	0.0781
3.1e-06	-0.0801
3.2e-06	0.0781
3.2999999999999997e-06	-0.0801
3.3999999999999996e-06	0.0781
3.5e-06	-0.0801
3.6e-06	0.0781
3.6999999999999997e-06	-0.0801
3.8e-06	0.0781
3.9e-06	-0.0801
4e-06	0.0781
4.1e-06	-0.0801
4.2e-06	0.0781
4.2999999999999995e-06	-0.0801
4.4e-06	0.0781
4.5e-06	-0.0801
4.6e-06	0.0781
4.7e-06	-0.0801
4.8e-06	0.0781
4.9e-06	-0.0801
4.9999999999999996e-06	0.0781
5.0999999999999995e-06	-0.0801
5.199999999999999e-06	0.1582
5.3e-06	-0.0801
5.4e-06	0.0781
5.5e-06	-0.0801
5.6e-06	0.0781
5.7e-06	-0.0801
5.7999999999999995e-06	-0.0801
5.899999999999999e-06	0.1582
6e-06	0.0781
6.1e-06	-0.0801
6.2e-06	0.0781
6.3e-06	-0.0801
6.4e-06	0.1582
6.5e-06	-0.0801
6.5999999999999995e-06	0.0781
6.699999999999999e-06	-0.0801
6.799999999999999e-06	0.0781
6.9e-06	-0.0801
7e-06	0.0781
7.1e-06	-0.0801
7.2e-06	0.1582
7.2999999999999996e-06	-0.0801
7.3999999999999995e-06	0.0781
7.499999999999999e-06	-0.0801
7.6e-06	0.0781
7.699999999999999e-06	-0.0801
7.8e-06	0.0781
7.899999999999999e-06	-0.0801
8e-06	0.0781
8.1e-06	-0.0801
8.2e-06	0.0781
8.3e-06	-0.0801
8.4e-06	0.0781
8.5e-06	-0.0801
8.599999999999999e-06	0.0781
8.7e-06	-0.0801
8.8e-06	0.0781
8.9e-06	-0.0801
9e-06	0.0781
9.1e-06	-0.0801
9.2e-06	0.0781
9.299999999999999e-06	-0.0801
9.4e-06	-0.0801
9.499999999999999e-06	0.0781
9.6e-06	0.0781
9.7e-06	-0.0801
9.8e-06	0.0781
9.9e-06	-0.0801
9.999999999999999e-06	0.0781
1.01e-05	-0.0801
