Date:,Thu Sep  5 16:05:35 2024
Time:,1725566735.5875902
t1,v1,t2,v2,t3,v3,t4,v4,t5,v5,t6,v6,t7,v7,t8,v8,t9,T
0.3317372798919678,-0.0780039,0.6528980731964111,-0.0757905,1.2629613876342773,2.078375,1.7333509922027588,0.0995947,2.354153633117676,0.522945,2.657120943069458,0.525165,2.959162473678589,0.951055,3.286921501159668,0.931974,3.31813383102417,47.5547
3.786982297897339,-0.0780168,4.108634948730469,-0.0757999,4.742489814758301,2.078517,5.206129789352417,0.0995934,5.82213568687439,0.523007,6.149686813354492,0.525226,6.455143928527832,0.951103,6.782471179962158,0.924217,6.81348180770874,47.625
7.296260118484497,-0.0780292,7.607788801193237,-0.0758083,8.243966341018677,2.078683,8.696959733963013,0.0995948,9.323190689086914,0.523081,9.63979721069336,0.525312,9.96266484260559,0.95116,10.284519910812378,0.831378,10.330657958984375,47.6172
10.815457820892334,-0.0780451,11.13089370727539,-0.0758209,11.787898540496826,2.078879,12.24128794670105,0.0995945,12.866004228591919,0.523164,13.177101612091064,0.525395,13.484744310379028,0.951231,13.802003383636475,0.8911,13.832188367843628,47.6172
14.310965776443481,-0.078064,14.624579429626465,-0.0758332,15.242748498916626,2.079099,15.696773529052734,0.0995954,16.32249641418457,0.523256,16.634472370147705,0.525499,16.961325645446777,0.951307,17.270638465881348,0.936168,17.29563879966736,47.6875
17.775498867034912,-0.0780851,18.095856428146362,-0.0758457,18.72637128829956,2.07935,19.18540072441101,0.0995947,19.80449676513672,0.523361,20.116649389266968,0.525609,20.434174299240112,0.951383,20.738192319869995,0.984295,20.795069932937622,47.6953
21.262152194976807,-0.0781061,21.578486680984497,-0.0758631,22.19288468360901,2.079612,22.65179681777954,0.0995946,23.256161212921143,0.523472,23.569026470184326,0.525728,23.8704833984375,0.951471,24.18188977241516,0.951702,24.232338428497314,47.7344
24.695739269256592,-0.0781291,25.022950410842896,-0.0758817,25.64726185798645,2.079902,26.100969552993774,0.0995956,26.735238790512085,0.523596,27.043937921524048,0.525861,27.350054025650024,0.951567,27.66603994369507,0.861591,27.697060585021973,47.7734
28.18021512031555,-0.0781558,28.50301694869995,-0.0758977,29.129385948181152,2.080219,29.588057279586792,0.099594,30.199772596359253,0.52373,30.5169734954834,0.526002,30.8338725566864,0.951665,31.15259099006653,0.997509,31.199183464050293,47.8203
31.672511339187622,-0.0781868,31.985018253326416,-0.0759196,32.59307026863098,2.080545,33.0584876537323,0.0995949,33.689311265945435,0.523874,34.001558780670166,0.526159,34.300392389297485,0.951779,34.62835693359375,0.879063,34.693899393081665,47.8438
35.168559074401855,-0.0782168,35.4800386428833,-0.0759389,36.10897207260132,2.080911,36.5828320980072,0.099595,37.19377160072327,0.524026,37.52630257606506,0.526324,37.8391854763031,0.951893,38.15704607963562,0.978431,38.197587966918945,47.9219
38.675867319107056,-0.0782501,38.99364185333252,-0.0759619,39.643622636795044,2.081306,40.10143756866455,0.0995952,40.73457384109497,0.524195,41.05532097816467,0.526502,41.36565136909485,0.952019,41.69500994682312,0.892113,41.74067997932434,47.9453
42.21908450126648,-0.0782836,42.557175397872925,-0.075987,43.17902731895447,2.081718,43.65499687194824,0.0995956,44.28241729736328,0.52437,44.60332202911377,0.526685,44.93023943901062,0.952144,45.23886513710022,0.894196,45.28011655807495,47.9844
45.773699045181274,-0.0783231,46.10363459587097,-0.0760141,46.723923206329346,2.082128,47.18831181526184,0.099596,47.81450939178467,0.524555,48.12653350830078,0.526881,48.45934462547302,0.952274,48.77025389671326,1.011302,48.81686186790466,47.9922
49.28468036651611,-0.078361,49.597092390060425,-0.0760401,50.221819162368774,2.082565,50.71243381500244,0.0995949,51.32967162132263,0.524742,51.660688638687134,0.52709,51.96433615684509,0.952407,52.31353449821472,0.98705,52.35411095619202,48.1172
52.85403299331665,-0.0784004,53.166322469711304,-0.0760704,53.79089975357056,2.083031,54.26984214782715,0.0995949,54.894920110702515,0.524942,55.20674204826355,0.527296,55.538660764694214,0.95254,55.85122537612915,0.997971,55.89784359931946,48.1875
56.38297510147095,-0.0784394,56.70754933357239,-0.0760999,57.34197187423706,2.0835,57.82106900215149,0.0995951,58.44141364097595,0.525152,58.76854848861694,0.527517,59.08683252334595,0.952689,59.42934250831604,0.99437,59.47593951225281,48.1953
59.96950078010559,-0.0784835,60.28539681434631,-0.0761315,60.9062180519104,2.083992,61.382004261016846,0.0995953,62.01312446594238,0.525364,62.32495641708374,0.527747,62.64785814285278,0.952837,62.970176696777344,0.912613,63.032710790634155,48.3125
