Date:,Thu Sep 19 15:48:42 2024
Time:,1726775322.720925
t1,v1,t2,v2,t3,v3,t4,v4,t5,v5,t6,v6,t7,v7,t9,T
0.44374847412109375,-0.1061991,0.7600307464599609,-0.1040754,1.3964488506317139,1.976742,1.8550372123718262,0.0996144,2.462881088256836,0.475479,2.756643533706665,0.4774,3.069171190261841,0.944397,3.112222909927368,29.8203
3.5843937397003174,-0.1059607,3.90561842918396,-0.1038924,4.527097702026367,1.972402,4.994701862335205,0.0996143,5.591973304748535,0.474058,5.904804706573486,0.475894,6.2168803215026855,0.942458,6.257208585739136,29.5234
6.7646379470825195,-0.1056869,7.081883192062378,-0.1036849,7.69189190864563,1.967508,8.160111665725708,0.099615,8.755199432373047,0.472475,9.066031217575073,0.474232,9.37631106376648,0.940306,9.412236452102661,29.2656
9.884294271469116,-0.1054001,10.196883916854858,-0.103463,10.821529865264893,1.962267,11.29097604751587,0.0996138,11.900657892227173,0.470769,12.20241904258728,0.47245,12.521759510040283,0.938005,12.551982879638672,28.8516
13.035040378570557,-0.1050843,13.346388578414917,-0.1032129,13.961851119995117,1.956576,14.41811203956604,0.0996142,15.036246061325073,0.468927,15.337724924087524,0.470524,15.637969017028809,0.935642,15.6681387424469,28.3516
16.15213918685913,-0.1047543,16.47823166847229,-0.10295,17.08773136138916,1.95074,17.541380882263184,0.0996151,18.146047830581665,0.466968,18.456868886947632,0.468499,18.755906581878662,0.933476,18.79708433151245,27.9453
19.26544761657715,-0.1044159,19.596776008605957,-0.1026659,20.205747842788696,1.944519,20.662431240081787,0.0996155,21.270970821380615,0.464883,21.577969789505005,0.466321,21.884955883026123,0.930555,21.915409326553345,27.5078
22.392866611480713,-0.104034,22.708315134048462,-0.1023603,23.32052707672119,1.93751,23.784197330474854,0.0996149,24.3852596282959,0.462695,24.696094274520874,0.464042,24.997588634490967,0.927441,25.028711795806885,27.0313
25.510361194610596,-0.1036238,25.833214282989502,-0.102041,26.44378900527954,1.930137,26.900303602218628,0.0996149,27.50831961631775,0.460407,27.814316034317017,0.461649,28.120304584503174,0.924154,28.156167030334473,26.4844
28.623375177383423,-0.1031988,28.951401233673096,-0.1017039,29.550930976867676,1.922383,30.02283263206482,0.0996143,30.630900859832764,0.458013,30.92734122276306,0.459163,31.234586715698242,0.920711,31.265512943267822,25.9531
31.75037908554077,-0.1027552,32.06257152557373,-0.1013487,32.69696831703186,1.914264,33.15581440925598,0.0996148,33.76043748855591,0.455516,34.06687545776367,0.45656,34.36164975166321,0.917082,34.40778875350952,25.4063
34.89063739776611,-0.1022934,35.19896841049194,-0.1009805,35.807034969329834,1.905822,36.27901792526245,0.0996151,36.88294291496277,0.452947,37.188411235809326,0.453895,37.49186944961548,0.913315,37.52227973937988,24.7813
38.00990271568298,-0.1018191,38.32123923301697,-0.1005977,38.94293570518494,1.897087,39.42793583869934,0.0996146,40.03643798828125,0.45028,40.33915996551514,0.451116,40.640361070632935,0.909369,40.687026023864746,24.1016
41.165425300598145,-0.1013237,41.49221062660217,-0.1001973,42.109349727630615,1.887935,42.582075119018555,0.0996135,43.18894648551941,0.447544,43.498724937438965,0.448261,43.81517148017883,0.90526,43.87679886817932,23.4375
44.355557680130005,-0.1008102,44.691298961639404,-0.0997807,45.30826687812805,1.878425,45.79140830039978,0.0996155,46.40075445175171,0.444681,46.7024130821228,0.445309,47.00364351272583,0.900982,47.034886598587036,22.8047
47.5234489440918,-0.1002865,47.8358051776886,-0.0993584,48.45728588104248,1.868802,48.933480739593506,0.0996121,49.54372787475586,0.441816,49.87054395675659,0.442334,50.170928955078125,0.896609,50.21228766441345,22.0469
50.70079016685486,-0.0997582,51.02267289161682,-0.0989196,51.625470876693726,1.858853,52.10543942451477,0.0996147,52.734286308288574,0.438873,53.050716161727905,0.439276,53.354907274246216,0.892103,53.385831356048584,21.3672
53.881848096847534,-0.0992131,54.197712898254395,-0.098473,54.82229280471802,1.848619,55.29860472679138,0.0996128,55.92320919036865,0.43588,56.23542380332947,0.43617,56.55642294883728,0.887458,56.59223461151123,20.5313
57.06089401245117,-0.0986596,57.38277316093445,-0.0980159,58.01320481300354,1.838234,58.48502254486084,0.0996141,59.10934567451477,0.432822,59.4244909286499,0.433026,59.758397579193115,0.882724,59.78328466415405,19.6875
60.26124048233032,-0.098097,60.587700605392456,-0.0975486,61.19123578071594,1.827665,61.66541600227356,0.0996135,62.26940369606018,0.42976,62.5707528591156,0.429894,62.868619203567505,0.877994,62.9151611328125,18.8594
63.38435125350952,-0.0975459,63.695674419403076,-0.0970834,64.310467004776,1.817163,64.77406430244446,0.0996142,65.3838107585907,0.426726,65.68553233146667,0.426762,65.99755764007568,0.873205,66.02652287483215,18.0938
66.51244020462036,-0.0969892,66.81995701789856,-0.0966155,67.42491149902344,1.806576,67.8971037864685,0.0996143,68.50667691230774,0.423657,68.81108403205872,0.423603,69.10193610191345,0.868366,69.14305782318115,17.2891
69.62521386146545,-0.0964326,69.93220829963684,-0.0961437,70.5586428642273,1.795867,71.01145362854004,0.0996142,71.62000727653503,0.420573,71.91934466362,0.420442,72.22665357589722,0.863462,72.27318978309631,16.3516
72.74185991287231,-0.0958692,73.04894876480103,-0.0956676,73.65979743003845,1.785128,74.1227056980133,0.0996146,74.7308509349823,0.417498,75.03365349769592,0.41728,75.32973337173462,0.858524,75.37078738212585,15.5703
75.83813166618347,-0.0953063,76.14459323883057,-0.095189,76.76330995559692,1.774297,77.22769236564636,0.0996137,77.82991218566895,0.414405,78.13167691230774,0.414104,78.43430852890015,0.853522,78.46525144577026,14.6875
78.94544219970703,-0.0947395,79.26104307174683,-0.0947049,79.88045144081116,1.763287,80.34259080886841,0.099615,80.95431447029114,0.41128,81.24677467346191,0.410897,81.54752898216248,0.848453,81.5787763595581,13.7656
82.06455421447754,-0.0941711,82.36576437950134,-0.0942136,82.98403096199036,1.752302,83.43185186386108,0.099615,84.03248763084412,0.408181,84.33383584022522,0.407714,84.64412879943848,0.843399,84.67537021636963,12.8594
85.15866184234619,-0.0936111,85.47076082229614,-0.0937244,86.09940600395203,1.741194,86.56735730171204,0.0996136,87.17579817771912,0.405014,87.4772744178772,0.40448,87.77411532402039,0.838217,87.82075619697571,11.9688
88.29539704322815,-0.0930388,88.58518719673157,-0.0932281,89.20449995994568,1.730036,89.65219211578369,0.0996146,90.2908251285553,0.401874,90.58699202537537,0.401248,90.89750647544861,0.833009,90.92767000198364,11.0547
91.41058850288391,-0.0924687,91.71787166595459,-0.0927334,92.34385871887207,1.718711,92.79184198379517,0.0996136,93.4112663269043,0.398704,93.70475482940674,0.398024,94.0176362991333,0.827777,94.05343914031982,10.1016
94.5307137966156,-0.0918993,94.8315908908844,-0.0922308,95.43717765808105,1.707484,95.89864349365234,0.0996138,96.51490783691406,0.395556,96.80538821220398,0.39481,97.10694718360901,0.822544,97.15256881713867,9.1797
97.60311007499695,-0.0913389,97.90927290916443,-0.0917333,98.52815103530884,1.696262,98.98564457893372,0.0996148,99.59132933616638,0.392416,99.90176439285278,0.39161,100.19698715209961,0.817308,100.24295258522034,8.2031
100.7155408859253,-0.0907687,101.02946901321411,-0.0912302,101.63722801208496,1.68484,102.10866451263428,0.0996143,102.7121958732605,0.389256,103.02339100837708,0.388373,103.32191300392151,0.81199,103.35304117202759,7.1797
103.84248852729797,-0.0902025,104.15842795372009,-0.090725,104.7677674293518,1.67344,105.23174118995667,0.0996135,105.82764673233032,0.386083,106.13340926170349,0.385153,106.43975377082825,0.806668,106.48631358146667,6.2578
106.95549058914185,-0.0896367,107.26213502883911,-0.0902176,107.86571836471558,1.662093,108.33139371871948,0.0996143,108.92950510978699,0.382932,109.23025274276733,0.381947,109.54727840423584,0.801346,109.58881449699402,5.2656
110.05696415901184,-0.0890744,110.3634147644043,-0.0897117,110.96073722839355,1.650712,111.43666911125183,0.0996146,112.05503344535828,0.379781,112.35621809959412,0.378732,112.65694165229797,0.795986,112.70401549339294,4.2422
113.17105031013489,-0.0885124,113.49602746963501,-0.089203,114.10624504089355,1.639211,114.56871581077576,0.099614,115.17328929901123,0.376623,115.4786388874054,0.375526,115.78068828582764,0.790619,115.81158566474915,3.3594
116.30095720291138,-0.0879521,116.61814999580383,-0.0886938,117.22682642936707,1.627796,117.6803526878357,0.0996152,118.28896427154541,0.373481,118.6004867553711,0.37234,118.89976739883423,0.785263,118.94533205032349,2.4141
119.41722655296326,-0.0873928,119.73308086395264,-0.0881873,120.34327173233032,1.616392,120.79892802238464,0.0996149,121.41437268257141,0.370355,121.71673607826233,0.369167,122.0159261226654,0.779899,122.04682326316833,1.2813
122.52495574951172,-0.0868412,122.8524980545044,-0.0876814,123.45783066749573,1.604997,123.92129111289978,0.0996138,124.53056454658508,0.367241,124.8357880115509,0.366009,125.14363527297974,0.774563,125.17941451072693,0.3828
125.64633345603943,-0.0862881,125.97078442573547,-0.0871765,126.57744336128235,1.593673,127.05112028121948,0.099614,127.64547038078308,0.364144,127.95738792419434,0.362868,128.2546374797821,0.769214,128.290367603302,-0.7109
128.76831436157227,-0.085744,129.06380677223206,-0.0866715,129.68388533592224,1.582427,130.15222573280334,0.099615,130.78156733512878,0.361063,131.08918976783752,0.359747,131.38554859161377,0.763899,131.41644620895386,-1.7031
131.90684843063354,-0.0852012,132.20890545845032,-0.0861694,132.85511231422424,1.571031,133.31594562530518,0.0996152,133.93639874458313,0.35797,134.24299001693726,0.356612,134.53929114341736,0.758538,134.5751931667328,-2.6484
