seconds_pre_waveform_query	1730403870.8163218
seconds_post_waveform_query	1730403870.864171
xzero2	0
xmultiplier2	0.0002
yzero2	2.72
ymultiplier2	0.02
transfer_duty_cycle	0.7554259043173862
xzero3	0
xmultiplier3	0.0002
yzero3	3.2
ymultiplier3	0.04
/sillyscope/VISA/Device	'USB0::0x1AB1::0x04CE::DS1ZA204719905::INSTR'
/sillyscope/Acquire/Iterations	20
/sillyscope/Acquire/Trigger	False
/sillyscope/Acquire/Get_First_Header	True
/sillyscope/Acquire/Get_All_Headers	True
/sillyscope/Acquire/Discard_Identical	False
/sillyscope/Acquire/RIGOL1000BDE/Trigger_Delay	0.05
/sillyscope/Acquire/RIGOL1000BDE/Unlock	True
/sillyscope/Acquire/RIGOL1000Z/Always_Clear	True
DataboxPlot_Note	'Note'
self.combo_binary	0
self.combo_autoscript	1
self.button_enabled	True
self.button_multi	True
self.button_link_x	True
self.button_script	False
self.number_file	0
self.script	"x = ( d[0] )\ny = ( d[1], d[2] )\n\nxlabels = 'x'\nylabels = ( 'y2', 'y3' )\n"
self.number_history	0
self.text_log_note	'Note'

x	y2	y3
0.0	2.521	4.88
0.0002	2.58	4.758
0.0004	2.56	4.8
0.0006000000000000001	2.58	4.72
0.0008	2.56	4.758
0.001	2.58	4.64
0.0012000000000000001	2.56	4.68
0.0014	2.58	4.52
0.0016	2.56	4.56
0.0018000000000000002	2.602	4.4
0.002	2.56	4.438
0.0022	2.58	4.24
0.0024000000000000002	2.56	4.28
0.0026000000000000003	2.602	4.12
0.0028	2.56	4.12
0.003	2.602	3.92
0.0032	2.602	3.959
0.0034000000000000002	2.56	3.799
0.0036000000000000003	2.602	3.84
0.0038	2.56	3.68
0.004	2.56	3.719
0.004200000000000001	2.602	3.639
0.0044	2.56	3.639
0.0046	2.602	3.68
0.0048000000000000004	2.56	3.639
0.005	2.602	3.719
0.005200000000000001	2.602	3.68
0.0054	2.56	3.799
0.0056	2.56	3.76
0.0058000000000000005	2.602	3.84
0.006	2.56	3.799
0.006200000000000001	2.602	3.959
0.0064	2.58	3.92
0.0066	2.56	4.04
0.0068000000000000005	2.56	4.0
0.007	2.602	4.16
0.007200000000000001	2.56	4.12
0.0074	2.58	4.2
0.0076	2.56	4.2
0.0078000000000000005	2.58	4.32
0.008	2.56	4.28
0.0082	2.58	4.438
0.008400000000000001	2.58	4.4
0.0086	2.541	4.52
0.0088	2.58	4.48
0.009000000000000001	2.521	4.64
0.0092	2.521	4.6
0.0094	2.58	4.68
0.009600000000000001	2.58	4.64
0.0098	2.521	4.758
0.01	2.521	4.72
0.0102	2.58	4.8
0.010400000000000001	2.541	4.758
0.0106	2.521	4.8
0.0108	2.541	4.88
0.011000000000000001	2.521	4.758
0.0112	2.541	4.758
0.0114	2.5	4.88
0.011600000000000001	2.5	4.8
0.0118	2.541	4.758
0.012	2.521	4.8
0.0122	2.5	4.72
