seconds_pre_waveform_query	1730402513.7181768
seconds_post_waveform_query	1730402513.7651863
xzero2	0
xmultiplier2	0.0002
yzero2	1.08
ymultiplier2	0.02
transfer_duty_cycle	0.7493330293011059
xzero3	0
xmultiplier3	0.0002
yzero3	3.2
ymultiplier3	0.04
/sillyscope/VISA/Device	'USB0::0x1AB1::0x04CE::DS1ZA204719905::INSTR'
/sillyscope/Acquire/Iterations	20
/sillyscope/Acquire/Trigger	False
/sillyscope/Acquire/Get_First_Header	True
/sillyscope/Acquire/Get_All_Headers	True
/sillyscope/Acquire/Discard_Identical	False
/sillyscope/Acquire/RIGOL1000BDE/Trigger_Delay	0.05
/sillyscope/Acquire/RIGOL1000BDE/Unlock	True
/sillyscope/Acquire/RIGOL1000Z/Always_Clear	True
DataboxPlot_Note	'Note'
self.combo_binary	0
self.combo_autoscript	1
self.button_enabled	True
self.button_multi	True
self.button_link_x	True
self.button_script	False
self.number_file	0
self.script	"x = ( d[0] )\ny = ( d[1], d[2] )\n\nxlabels = 'x'\nylabels = ( 'y2', 'y3' )\n"
self.number_history	0
self.text_log_note	'Note'

x	y2	y3
0.0	1.7	4.6
0.0002	1.74	4.758
0.0004	1.7	4.72
0.0006000000000000001	1.74	4.8
0.0008	1.74	4.758
0.001	1.7	4.88
0.0012000000000000001	1.7	4.84
0.0014	1.74	4.88
0.0016	1.7	4.88
0.0018000000000000002	1.74	4.758
0.002	1.74	4.8
0.0022	1.7	4.68
0.0024000000000000002	1.74	4.68
0.0026000000000000003	1.7	4.6
0.0028	1.74	4.68
0.003	1.7	4.52
0.0032	1.74	4.56
0.0034000000000000002	1.7	4.36
0.0036000000000000003	1.74	4.4
0.0038	1.721	4.24
0.004	1.74	4.28
0.004200000000000001	1.7	4.0
0.0044	1.74	4.04
0.0046	1.7	3.92
0.0048000000000000004	1.74	4.0
0.005	1.7	4.2
0.005200000000000001	1.74	4.2
0.0054	1.7	4.36
0.0056	1.74	4.28
0.0058000000000000005	1.7	4.4
0.006	1.74	4.36
0.006200000000000001	1.721	4.4
0.0064	1.74	4.36
0.0066	1.721	4.438
0.0068000000000000005	1.74	4.4
0.007	1.721	4.64
0.007200000000000001	1.74	4.6
0.0074	1.7	4.758
0.0076	1.74	4.72
0.0078000000000000005	1.7	4.8
0.008	1.74	4.72
0.0082	1.7	4.8
0.008400000000000001	1.7	4.8
0.0086	1.74	4.758
0.0088	1.74	4.8
0.009000000000000001	1.7	4.758
0.0092	1.7	4.758
0.0094	1.74	4.88
0.009600000000000001	1.7	4.8
0.0098	1.74	4.72
0.01	1.7	4.72
0.0102	1.74	4.758
0.010400000000000001	1.7	4.72
0.0106	1.721	4.758
0.0108	1.721	4.758
0.011000000000000001	1.7	4.64
0.0112	1.721	4.68
0.0114	1.66	4.48
0.011600000000000001	1.66	4.438
0.0118	1.721	4.24
0.012	1.68	4.28
0.0122	1.66	4.16
0.012400000000000001	1.68	4.2
0.0126	1.641	4.12
0.0128	1.641	4.16
0.013000000000000001	1.68	4.04
0.0132	1.66	4.08
0.0134	1.62	3.92
0.013600000000000001	1.66	3.959
0.013800000000000002	1.6	3.639
0.014	1.62	3.639
0.0142	1.58	3.68
0.014400000000000001	1.62	3.68
0.0146	1.58	3.52
0.0148	1.6	3.559
0.015000000000000001	1.54	3.44
0.0152	1.561	3.479
0.0154	1.5205	3.398
0.015600000000000001	1.54	3.44
0.0158	1.48	3.318
0.016	1.5	3.36
0.0162	1.46	3.318
0.0164	1.48	3.36
0.0166	1.42	3.318
0.016800000000000002	1.44	3.318
0.017	1.36	3.398
0.0172	1.4	3.318
0.017400000000000002	1.34	3.44
0.0176	1.36	3.44
0.0178	1.3	3.318
0.018000000000000002	1.32	3.398
0.0182	1.24	3.6
0.0184	1.26	3.559
0.018600000000000002	1.22	3.68
0.0188	1.24	3.639
0.019	1.14	3.84
0.019200000000000002	1.18	3.799
0.0194	1.1	3.92
0.0196	1.061	3.92
0.0198	1.12	3.799
0.02	1.08	3.879
0.020200000000000003	0.98	4.08
0.0204	1.0	4.12
0.0206	0.92	4.32
0.020800000000000003	0.94	4.28
0.021	0.86	4.4
0.0212	0.88	4.36
0.021400000000000002	0.8	4.438
0.0216	0.8203	4.438
0.0218	0.7197	4.4
0.022000000000000002	0.76	4.4
0.0222	0.6797	4.56
0.0224	0.7	4.52
0.022600000000000002	0.62	4.64
0.0228	0.6396	4.6
0.023	0.54	4.68
0.023200000000000002	0.58	4.68
0.0234	0.48	4.6
0.0236	0.48	4.6
0.0238	0.42	4.68
0.024	0.46	4.6
0.024200000000000003	0.38	4.64
0.0244	0.4	4.64
0.0246	0.2998	4.438
0.024800000000000003	0.2998	4.438
0.025	0.2598	4.28
0.0252	0.2798	4.32
0.025400000000000002	0.2197	4.24
0.0256	0.2397	4.28
0.0258	0.1997	4.16
0.026000000000000002	0.2197	4.2
0.0262	0.1396	4.04
0.0264	0.1597	4.08
0.026600000000000002	0.0801	3.879
0.0268	0.1201	3.92
0.027	0.05957	3.639
0.027200000000000002	0.1001	3.68
0.0274	0.04004	3.559
0.027600000000000003	0.1001	3.6
0.027800000000000002	0.01953	3.52
0.028	0.04004	3.559
0.028200000000000003	-0.04004	3.398
0.0284	-0.02051	3.44
0.0286	-0.06055	3.28
0.028800000000000003	-0.06055	3.318
0.029	-0.06055	3.16
0.0292	-0.06055	3.2
0.029400000000000003	-0.1006	3.08
0.0296	-0.1006	3.08
0.0298	-0.06055	3.2
0.030000000000000002	-0.06055	3.08
0.0302	-0.1006	3.12
0.0304	-0.0801	3.12
0.030600000000000002	-0.04004	3.08
0.0308	-0.0801	3.08
0.031	-0.02051	3.2
0.031200000000000002	-0.06055	3.16
0.031400000000000004	-0.02051	3.318
0.0316	-0.04004	3.238
0.0318	0.0	3.36
0.032	0.0	3.318
0.0322	0.04004	3.44
0.0324	0.01953	3.398
0.032600000000000004	0.05957	3.559
0.0328	0.04004	3.52
0.033	0.1201	3.6
0.0332	0.1001	3.559
0.0334	0.1797	3.84
0.033600000000000005	0.1396	3.799
0.033800000000000004	0.1997	4.04
0.034	0.1797	4.0
0.0342	0.2798	4.16
0.0344	0.2598	4.12
0.0346	0.3398	4.16
0.034800000000000005	0.3198	4.12
0.035	0.4	4.2
0.0352	0.38	4.16
0.0354	0.46	4.36
0.0356	0.44	4.32
0.0358	0.54	4.48
0.036000000000000004	0.54	4.52
0.0362	0.62	4.438
0.0364	0.62	4.52
0.0366	0.7	4.48
0.0368	0.6797	4.52
0.037000000000000005	0.7803	4.48
0.037200000000000004	0.74	4.52
0.0374	0.88	4.438
0.0376	0.86	4.438
0.0378	0.94	4.28
0.038	0.92	4.32
0.038200000000000005	1.0	4.16
0.038400000000000004	0.98	4.2
0.0386	1.08	4.04
0.0388	1.061	4.04
0.039	1.14	4.16
0.0392	1.12	4.16
0.039400000000000004	1.2	3.92
0.0396	1.16	3.959
0.0398	1.24	3.559
0.04	1.22	3.6
0.0402	1.26	3.398
0.040400000000000005	1.24	3.44
0.040600000000000004	1.3	3.28
0.0408	1.24	3.28
0.041	1.3	3.318
0.0412	1.26	3.318
0.0414	1.22	3.16
0.041600000000000005	1.24	3.2
0.041800000000000004	1.16	2.959
0.042	1.18	3.0
0.0422	1.1	2.92
0.0424	1.12	2.92
0.0426	1.0	2.959
0.042800000000000005	1.0	2.92
0.043000000000000003	0.9	2.959
0.0432	0.92	2.92
0.0434	0.7803	2.959
0.0436	0.8203	2.92
0.0438	0.6396	3.08
0.044000000000000004	0.6396	3.04
0.0442	0.48	3.238
0.0444	0.48	3.2
0.0446	0.3398	3.36
0.0448	0.3599	3.398
0.045000000000000005	0.1396	3.559
0.045200000000000004	0.1597	3.52
0.0454	0.0	3.68
0.0456	0.0	3.639
0.0458	-0.1201	3.799
0.046	-0.1201	3.76
0.046200000000000005	-0.2803	3.959
0.046400000000000004	-0.2598	3.92
0.0466	-0.4004	4.16
0.0468	-0.38	4.12
0.047	-0.5205	4.28
0.0472	-0.5	4.24
0.047400000000000005	-0.58	4.32
0.0476	-0.5605	4.32
0.0478	-0.6406	4.28
0.048	-0.62	4.32
0.0482	-0.66	4.28
0.048400000000000006	-0.6406	4.32
0.048600000000000004	-0.7	4.28
0.0488	-0.6807	4.32
0.049	-0.7207	4.12
0.0492	-0.6807	4.16
0.0494	-0.7207	4.0
0.049600000000000005	-0.7	4.04
0.049800000000000004	-0.6807	3.92
0.05	-0.7	3.959
0.0502	-0.66	3.92
0.0504	-0.6807	3.959
0.0506	-0.62	3.719
0.050800000000000005	-0.66	3.719
0.051000000000000004	-0.6006	3.398
0.0512	-0.6406	3.44
0.0514	-0.6006	3.16
0.0516	-0.6406	3.16
0.051800000000000006	-0.58	3.08
0.052000000000000005	-0.6406	3.12
0.0522	-0.58	3.08
0.0524	-0.6006	3.12
0.0526	-0.58	2.959
0.0528	-0.6006	3.0
0.053000000000000005	-0.58	2.799
0.053200000000000004	-0.6006	2.84
0.0534	-0.5605	2.799
0.0536	-0.6006	2.799
0.0538	-0.5605	2.84
0.054	-0.5605	2.799
0.054200000000000005	-0.6006	2.84
0.054400000000000004	-0.58	2.799
0.0546	-0.54	2.84
0.0548	-0.58	2.799
0.055	-0.5205	3.0
0.055200000000000006	-0.54	2.959
0.055400000000000005	-0.5	3.238
0.055600000000000004	-0.5205	3.2
0.0558	-0.4404	3.44
0.056	-0.4805	3.398
0.0562	-0.4004	3.479
0.056400000000000006	-0.42	3.479
0.056600000000000004	-0.3203	3.398
0.0568	-0.3398	3.479
0.057	-0.2402	3.719
0.0572	-0.2402	3.68
0.0574	-0.1201	3.92
0.057600000000000005	-0.1201	3.879
0.057800000000000004	0.0	4.08
0.058	0.0	4.04
0.0582	0.1201	4.16
0.0584	0.1201	4.16
0.058600000000000006	0.2998	4.12
0.058800000000000005	0.2998	4.12
0.059000000000000004	0.42	4.2
0.0592	0.42	4.2
0.0594	0.58	4.12
0.0596	0.56	4.16
0.059800000000000006	0.74	4.04
0.060000000000000005	0.74	4.08
0.060200000000000004	0.9	3.879
0.0604	0.88	3.92
0.0606	1.0205	3.799
0.0608	1.0	3.84
0.061000000000000006	1.14	3.76
0.061200000000000004	1.12	3.76
0.0614	1.3	3.559
0.0616	1.28	3.6
0.0618	1.38	3.44
0.062	1.34	3.479
0.062200000000000005	1.44	3.08
0.062400000000000004	1.42	3.12
0.0626	1.54	2.84
0.06280000000000001	1.5205	2.84
0.063	1.6	2.92
0.0632	1.561	2.879
0.0634	1.62	2.799
0.0636	1.6	2.84
0.06380000000000001	1.66	2.719
0.064	1.641	2.76
0.06420000000000001	1.68	2.68
0.0644	1.66	2.68
0.0646	1.721	2.76
0.0648	1.7	2.76
0.065	1.74	2.719
0.06520000000000001	1.7	2.76
0.0654	1.74	2.719
0.0656	1.74	2.719
0.0658	1.721	2.84
0.066	1.74	2.799
0.06620000000000001	1.721	3.0
0.0664	1.721	2.959
0.0666	1.78	3.36
0.0668	1.721	3.318
0.067	1.78	3.559
0.06720000000000001	1.721	3.52
0.0674	1.78	3.559
0.06760000000000001	1.78	3.559
0.0678	1.721	3.52
0.068	1.78	3.52
0.0682	1.721	3.799
0.0684	1.78	3.76
0.06860000000000001	1.721	3.959
0.0688	1.721	3.92
0.069	1.78	4.04
0.0692	1.721	4.0
0.0694	1.78	4.04
0.06960000000000001	1.78	4.04
0.0698	1.721	4.0
0.07	1.721	4.0
0.0702	1.78	4.04
0.0704	1.721	4.04
0.07060000000000001	1.78	3.879
0.0708	1.78	3.92
0.07100000000000001	1.721	3.639
