Date:,Tue Sep 24 14:11:05 2024
Time:,1727201465.0214846
t1,v1,t2,v2,t3,v3,t4,v4,t5,v5,t6,v6,t7,v7,t9,T
0.4488809108734131,-0.079972,0.7483954429626465,-0.0802151,1.355623722076416,1.850485,1.8211615085601807,0.0995961,2.4289376735687256,0.440212,2.7354953289031982,0.43995,3.067837953567505,0.879704,3.126607894897461,20.3281
3.6083459854125977,-0.0799545,3.9300050735473633,-0.0802011,4.552526473999023,1.850049,5.031398773193359,0.0995945,5.654633283615112,0.440048,5.974566698074341,0.439759,6.291350364685059,0.879451,6.327254295349121,20.375
6.8050150871276855,-0.0799215,7.11202597618103,-0.0801755,7.7495691776275635,1.849336,8.228278160095215,0.0995959,8.852993965148926,0.4398,9.172449111938477,0.439488,9.494335651397705,0.879073,9.553351640701294,20.375
10.036396026611328,-0.0798712,10.3543062210083,-0.0801329,10.963973999023438,1.848309,11.42670226097107,0.0995948,12.034346103668213,0.439452,12.336279153823853,0.439134,12.644976377487183,0.87856,12.676836252212524,20.2031
13.154825210571289,-0.0798008,13.476865768432617,-0.080078,14.098370552062988,1.846981,14.5611252784729,0.0995952,15.169816493988037,0.439012,15.476680040359497,0.438659,15.792657375335693,0.877886,15.823544979095459,20.1719
16.304332971572876,-0.0797157,16.62737202644348,-0.0800096,17.264139652252197,1.845248,17.727792501449585,0.0995962,18.336201906204224,0.438445,18.63689136505127,0.43806,18.960057258605957,0.877026,19.0078182220459,20.1016
19.486584663391113,-0.0796058,19.789284467697144,-0.079921,20.41121816635132,1.843068,20.878943920135498,0.0995951,21.48665690422058,0.437742,21.79228687286377,0.437317,22.128726482391357,0.875951,22.183191537857056,20.0469
22.654081106185913,-0.0794726,22.96083378791809,-0.0798124,23.597585439682007,1.840399,24.061320781707764,0.099595,24.665268659591675,0.436894,24.976163148880005,0.436422,25.31160593032837,0.87465,25.366617441177368,19.9141
25.835071325302124,-0.0793127,26.143258571624756,-0.079682,26.778929710388184,1.837209,27.242846488952637,0.0995955,27.85035228729248,0.435904,28.154186725616455,0.435377,28.4587504863739,0.87312,28.50462579727173,19.6953
28.98675036430359,-0.0791229,29.306572675704956,-0.0795307,29.91334557533264,1.833566,30.377991914749146,0.0995946,31.001067876815796,0.434782,31.305574655532837,0.4342,31.62375807762146,0.871348,31.656878232955933,19.4531
