Date:,Tue Sep 24 14:39:03 2024
Time:,1727203143.7684672
t1,v1,t2,v2,t3,v3,t4,v4,t5,v5,t6,v6,t7,v7,t9,T
0.45209479331970215,-0.0350392,1.0233936309814453,-0.0360919,1.6312081813812256,0.798232,2.0949809551239014,0.0995986,2.4007692337036133,0.1602634,2.703641891479492,0.1592551,3.3274741172790527,0.39192,3.357393503189087,-86.5625
3.8232877254486084,-0.0351077,4.143048286437988,-0.0361621,4.751557350158691,0.799946,5.214686393737793,0.0995993,5.521439075469971,0.1606838,5.8567047119140625,0.1596692,6.508463144302368,0.392698,6.5434277057647705,-86.2969
7.022294521331787,-0.0351703,7.340099334716797,-0.0362355,7.965407609939575,0.801652,8.429572582244873,0.0996,8.74944281578064,0.1611041,9.068453073501587,0.1600811,9.69290041923523,0.393472,9.726808786392212,-86.0391
10.188596248626709,-0.0352358,10.507487773895264,-0.036305,11.116198301315308,0.803317,11.577899932861328,0.0995992,11.885887384414673,0.1615067,12.221842765808105,0.1604764,12.87526249885559,0.394196,12.908941745758057,-85.8125
13.367986679077148,-0.0352945,13.687469005584717,-0.0363716,14.31252145767212,0.804902,14.777247428894043,0.0995989,15.09903621673584,0.1619021,15.44915771484375,0.1608695,16.057812452316284,0.394926,16.090721607208252,-85.4688
16.568915128707886,-0.0353534,16.88805055618286,-0.0364378,17.496216773986816,0.806498,17.959531545639038,0.0995991,18.280336618423462,0.1622876,18.59733533859253,0.1612436,19.222318410873413,0.395639,19.25619626045227,-85.375
19.73471236228943,-0.0354115,20.057732820510864,-0.0365012,20.71073341369629,0.808054,21.174716234207153,0.0995991,21.494385957717896,0.1626697,21.830475091934204,0.1616201,22.43812370300293,0.396346,22.471506357192993,-85.1094
22.949830293655396,-0.0354696,23.268859148025513,-0.036567,23.893372058868408,0.809573,24.357234716415405,0.0995982,24.67994213104248,0.163042,25.030949592590332,0.1619862,25.68433928489685,0.397032,25.716253519058228,-84.8672
26.179980278015137,-0.0355287,26.49865984916687,-0.03663,27.106857538223267,0.811071,27.57019877433777,0.0995985,27.89323878288269,0.1634096,28.243871688842773,0.1623469,28.897475481033325,0.397699,28.92945122718811,-84.625
29.38942289352417,-0.0355843,29.712987899780273,-0.0366897,30.33666706085205,0.812539,30.800652503967285,0.0995992,31.12433099746704,0.1637715,31.4720675945282,0.1627022,32.095905780792236,0.398351,32.128819942474365,-84.4141
